name	ra_hours	dec_deg	mag
HIP 42628	8.687586	20.47690	6.72
HIP 42912	8.744854	-23.78841	6.72
HR 3607	9.052451	-25.50421	6.72
HR 3631	9.120747	-51.21181	6.72
HIP 45975	9.375622	-15.23484	6.72
HIP 46238	9.426962	-25.33710	6.72
HIP 47299	9.639236	-81.70937	6.72
HIP 48009	9.787241	-17.20590	6.72
HIP 48552	9.901862	4.94541	6.72
HIP 48905	9.976159	58.95186	6.72
HIP 48975	9.990615	-44.95545	6.72
HIP 49541	10.114958	-17.44418	6.72
HIP 54019	11.051401	-25.57504	6.72
HIP 55802	11.433885	-20.58228	6.72
HIP 55863	11.449907	-61.36932	6.72
HIP 59135	12.126474	-31.41056	6.72
HIP 59143	12.127509	-23.97587	6.72
HIP 60850	12.471782	4.39656	6.72
HIP 61544	12.610561	-39.32629	6.72
HIP 61905	12.686024	-44.10119	6.72
HIP 63276	12.966939	-38.91720	6.72
HIP 64590	13.238917	-42.85219	6.72
HIP 64781	13.276863	18.90328	6.72
HIP 66398	13.613422	-26.49797	6.72
HIP 69591	14.244350	-65.70140	6.72
HIP 70356	14.394974	40.84443	6.72
HIP 70671	14.454658	-78.62028	6.72
HIP 72427	14.809083	-35.84150	6.72
HIP 73480	15.017053	2.89746	6.72
HIP 73500	15.022949	-71.49081	6.72
HIP 74016	15.125819	9.22603	6.72
HIP 77191	15.761930	-22.75330	6.72
HIP 78221	15.973333	-44.08082	6.72
HIP 81608	16.667164	-6.08126	6.72
HIP 81910	16.730954	-26.80895	6.72
25 Sco	16.780929	-25.52857	6.72
HIP 82142	16.781388	2.24246	6.72
HIP 82792	16.919079	-31.40261	6.72
HIP 82871	16.936152	77.65274	6.72
HIP 83173	16.998532	-73.42248	6.72
HIP 83847	17.135430	61.15962	6.72
HIP 85661	17.505554	-4.36940	6.72
HIP 86404	17.655679	-29.53097	6.72
HIP 87633	17.901024	-1.61931	6.72
HIP 88900	18.148045	24.96662	6.72
HIP 89641	18.293809	-15.43071	6.72
HIP 91050	18.573689	-54.08806	6.72
HR 7219	19.069642	3.33056	6.72
HIP 94883	19.308691	0.42346	6.72
HIP 95244	19.377861	-20.64291	6.72
HIP 95718	19.468470	-69.63185	6.72
HIP 96420	19.603237	12.16161	6.72
HIP 96644	19.648949	-28.60722	6.72
HIP 98013	19.918110	47.54100	6.72
HIP 98510	20.012447	36.58973	6.72
HIP 99994	20.285980	-67.45531	6.72
HIP 100045	20.297130	-40.18476	6.72
HIP 103813	21.036807	7.17976	6.72
HIP 104444	21.156968	-16.61576	6.72
HIP 105431	21.355996	10.33228	6.72
HIP 105918	21.451838	16.12415	6.72
HIP 106108	21.493535	46.42646	6.72
HIP 106566	21.581430	-51.82718	6.72
HIP 108213	21.922568	36.14622	6.72
HIP 111441	22.576650	0.59518	6.72
HIP 111587	22.606045	-72.71295	6.72
HR 8671	22.796433	-38.22210	6.72
HIP 113240	22.931768	-41.09676	6.72
HIP 114428	23.174184	-60.56440	6.72
HIP 114998	23.291213	-16.17220	6.72
HR 8902	23.409697	41.11290	6.72
HIP 115724	23.445457	2.47837	6.72
HIP 118162	23.968564	50.44768	6.72
17Sig CrB	16.244599	33.85672	6.72
HIP 254	0.052317	42.74791	6.73
HIP 626	0.127202	40.14795	6.73
HIP 1600	0.334153	-17.70043	6.73
HIP 1644	0.342817	56.55692	6.73
HIP 3025	0.642179	-20.29658	6.73
HIP 3145	0.666521	76.87113	6.73
HIP 4311	0.919976	-47.40597	6.73
HIP 5694	1.221163	34.09840	6.73
HIP 7400	1.590080	63.08197	6.73
HIP 7846	1.681402	77.96899	6.73
HIP 8122	1.739668	32.51588	6.73
HIP 8134	1.743320	3.22371	6.73
HIP 11919	2.564255	-60.98270	6.73
HIP 12091	2.597257	34.72534	6.73
HIP 15523	3.333843	1.48362	6.73
HIP 15702	3.371227	-21.10014	6.73
HIP 16128	3.462159	-43.85589	6.73
HIP 16487	3.538222	40.92073	6.73
HIP 17022	3.649229	42.53827	6.73
HIP 17877	3.824325	52.65540	6.73
HIP 17923	3.832793	23.84870	6.73
HIP 18113	3.872408	62.34480	6.73
HIP 18138	3.877698	32.40855	6.73
HIP 18824	4.034278	-34.48216	6.73
HIP 19878	4.262865	-23.23773	6.73
HIP 21365	4.583991	17.20123	6.73
HIP 21894	4.706270	-0.92990	6.73
HIP 23539	5.061904	-2.53998	6.73
HIP 26971	5.723310	5.35864	6.73
HIP 28060	5.933023	-31.53201	6.73
HIP 28667	6.052777	7.62714	6.73
HIP 29854	6.286889	-24.07458	6.73
HIP 30025	6.318409	12.74673	6.73
HIP 30339	6.381993	-45.62889	6.73
HIP 31525	6.600591	16.79702	6.73
HIP 31731	6.638885	57.19171	6.73
HIP 33291	6.925536	37.91535	6.73
HIP 33574	6.976600	-23.88084	6.73
HIP 33853	7.027667	-23.50143	6.73
HIP 34201	7.092425	-40.64040	6.73
HIP 34351	7.121368	24.16844	6.73
HIP 34696	7.186545	3.19162	6.73
HIP 35467	7.321698	-58.05221	6.73
HIP 36411	7.491873	19.63317	6.73
HIP 37072	7.618187	20.15679	6.73
HIP 37880	7.764404	-24.25606	6.73
HIP 38150	7.818369	-11.18111	6.73
HIP 38235	7.833080	-23.79825	6.73
HIP 38779	7.937715	-61.09943	6.73
HIP 38966	7.972864	-60.85771	6.73
HR 3331	8.447433	-29.21563	6.73
HIP 42728	8.707863	-47.52132	6.73
HIP 43766	8.915551	26.19829	6.73
HIP 45125	9.193849	-54.03702	6.73
HIP 45521	9.277772	0.72904	6.73
HIP 46065	9.394315	-33.20047	6.73
HIP 46134	9.407937	6.35011	6.73
HIP 47636	9.712379	30.11145	6.73
HIP 48641	9.918243	-69.18897	6.73
HIP 50108	10.230347	-68.05983	6.73
HIP 50525	10.319664	-34.61648	6.73
HIP 52059	10.638213	-65.04193	6.73
HIP 52293	10.685119	-64.47438	6.73
HIP 53289	10.898991	-36.45688	6.73
HIP 55391	11.342223	44.99829	6.73
HIP 55769	11.427625	3.30114	6.73
HIP 55816	11.438343	8.65955	6.73
HIP 56079	11.494443	7.59937	6.73
HIP 58003	11.897350	40.91290	6.73
HIP 58268	11.950082	-4.78277	6.73
HIP 58410	11.976481	-77.82542	6.73
HIP 59459	12.196130	23.32250	6.73
HIP 60161	12.337086	37.90213	6.73
HIP 61133	12.527365	-30.98189	6.73
HR 4868	12.836614	-60.40053	6.73
HIP 62996	12.908391	-20.09803	6.73
HR 4912	12.941703	-26.46029	6.73
HIP 65046	13.332878	-41.19066	6.73
HIP 65074	13.338885	-11.30413	6.73
HIP 66440	13.620204	52.59305	6.73
HIP 67270	13.786997	-19.25578	6.73
HIP 67389	13.811625	-37.12742	6.73
HIP 68088	13.940716	-52.03560	6.73
HIP 68434	14.010028	-26.26641	6.73
HIP 69295	14.183708	58.54899	6.73
HIP 69753	14.276093	32.20843	6.73
HIP 71008	14.522345	43.38234	6.73
HIP 71632	14.650113	-10.55477	6.73
HIP 71668	14.658797	-68.20339	6.73
HIP 71855	14.697849	-75.13948	6.73
HIP 72066	14.741167	45.18598	6.73
HIP 73896	15.102956	-24.13150	6.73
HIP 74141	15.150211	-72.30746	6.73
HIP 75018	15.329366	-66.49604	6.73
HIP 77824	15.891392	65.28825	6.73
HIP 80479	16.427976	9.37060	6.73
HIP 81100	16.564552	-48.11124	6.73
HIP 81474	16.641293	-18.22048	6.73
HIP 81484	16.642648	-1.23152	6.73
HIP 81589	16.662426	-56.99441	6.73
HIP 81830	16.714669	-79.02426	6.73
HIP 82971	16.955625	6.21130	6.73
HIP 83872	17.142133	35.03398	6.73
HIP 84010	17.172455	-46.73841	6.73
HIP 86596	17.696591	21.50147	6.73
HIP 86627	17.700444	27.64519	6.73
HR 6727	18.050475	-22.71849	6.73
HR 6900	18.419132	5.08457	6.73
HIP 90999	18.563240	46.21915	6.73
HIP 91220	18.608056	4.95504	6.73
HR 7169	19.017569	-37.06090	6.73
HIP 93649	19.070610	-22.89652	6.73
HR 7285	19.209571	16.84642	6.73
HIP 95680	19.461414	4.70972	6.73
HIP 95713	19.468128	-18.35931	6.73
HIP 96395	19.598781	56.98390	6.73
HIP 96736	19.664524	-15.16744	6.73
HIP 97930	19.902693	33.78099	6.73
HIP 97979	19.912325	22.42923	6.73
HIP 98690	20.044802	12.35874	6.73
HIP 100046	20.297281	54.32247	6.73
HIP 100691	20.413554	40.15362	6.73
HIP 100710	20.417655	83.18281	6.73
HIP 101515	20.571256	-43.44786	6.73
HIP 103282	20.924024	43.36722	6.73
HIP 104324	21.133519	5.15162	6.73
HIP 104429	21.154286	-20.19317	6.73
HIP 105357	21.340396	60.68723	6.73
HIP 105430	21.355682	46.72983	6.73
HIP 105683	21.405768	-24.42250	6.73
HIP 105688	21.406299	30.93663	6.73
HIP 106351	21.539475	-12.26731	6.73
HIP 106870	21.644787	-4.15040	6.73
HIP 106968	21.664464	-43.13200	6.73
HIP 108960	22.074991	-25.88324	6.73
HIP 109354	22.154221	44.84648	6.73
HIP 110707	22.430013	-20.23700	6.73
HR 8664	22.828041	-77.05105	6.73
HIP 114183	23.123752	20.58163	6.73
HIP 115011	23.293692	18.30477	6.73
HIP 115827	23.465685	-15.29922	6.73
HIP 116188	23.541469	72.00094	6.73
HIP 116387	23.583930	-56.82535	6.73
HIP 117374	23.798975	-66.56742	6.73
HIP 117917	23.917751	-9.46058	6.73
HR 28	0.174909	57.16549	6.74
HIP 906	0.186013	-3.32139	6.74
HIP 2539	0.537236	34.99389	6.74
HIP 3240	0.686867	52.19767	6.74
HIP 4559	0.972071	6.84431	6.74
HIP 4965	1.060952	84.60688	6.74
HIP 5717	1.225769	29.73623	6.74
HIP 7370	1.582805	33.11786	6.74
HIP 7709	1.654226	16.62549	6.74
HIP 7710	1.654289	14.28556	6.74
HIP 7832	1.679545	-2.62189	6.74
HIP 8718	1.869543	24.11734	6.74
HIP 9807	2.102980	-10.27622	6.74
HIP 10194	2.184466	-15.07086	6.74
HIP 10462	2.247921	48.78239	6.74
HIP 13482	2.893951	1.96932	6.74
HIP 13794	2.960208	-55.01324	6.74
HIP 14021	3.008751	18.00497	6.74
HIP 14970	3.216689	-20.02694	6.74
HIP 16193	3.476761	11.39053	6.74
HR 1104	3.573549	-65.76422	6.74
HIP 18122	3.875238	-5.05413	6.74
HIP 18370	3.927339	52.64132	6.74
HIP 18844	4.040765	-61.35694	6.74
HIP 19411	4.157562	6.72505	6.74
HIP 19767	4.238413	12.34810	6.74
HIP 20330	4.355443	76.10610	6.74
HR 1460	4.587255	-9.73637	6.74
HIP 21446	4.605448	11.41250	6.74
HIP 22055	4.743169	38.25499	6.74
HIP 23117	4.974575	37.32904	6.74
HIP 24108	5.178520	63.59721	6.74
HIP 25493	5.452306	3.85555	6.74
HIP 25702	5.488651	18.36570	6.74
HIP 26182	5.581657	-4.11042	6.74
HIP 26245	5.590766	-33.26923	6.74
HIP 26744	5.682729	32.89599	6.74
HIP 27444	5.811022	-14.31435	6.74
HIP 28767	6.074978	44.26044	6.74
HR 2156	6.095986	-24.19557	6.74
HIP 30252	6.363904	-51.23771	6.74
HIP 31738	6.639729	-52.93206	6.74
HR 2346	6.671279	79.59951	6.74
HIP 32143	6.712508	32.55887	6.74
HIP 34546	7.157144	36.56325	6.74
HIP 35578	7.342372	-26.70024	6.74
HIP 35830	7.388778	-36.34015	6.74
HIP 37789	7.748941	39.55637	6.74
HIP 38737	7.930593	-45.98006	6.74
HIP 39418	8.057982	12.18130	6.74
HIP 42033	8.567871	-41.67890	6.74
HIP 42333	8.630637	-6.80689	6.74
HIP 42562	8.676018	33.27725	6.74
HIP 43871	8.937087	24.44776	6.74
HIP 44096	8.982045	-15.98490	6.74
HIP 46421	9.465941	-53.51730	6.74
HIP 47291	9.637794	12.73630	6.74
HIP 47363	9.650027	-17.62417	6.74
HIP 48643	9.918336	-57.38292	6.74
HIP 48712	9.935556	-7.64531	6.74
HIP 48977	9.991147	21.32150	6.74
HIP 49902	10.188631	-18.95716	6.74
HIP 51434	10.504240	50.56912	6.74
HIP 52816	10.798742	-52.24610	6.74
HIP 54060	11.061859	-51.35266	6.74
HIP 56081	11.495041	-38.45686	6.74
HIP 56178	11.515247	28.45157	6.74
HIP 56260	11.532391	-6.47053	6.74
HIP 57720	11.837246	54.25260	6.74
HIP 58184	11.933397	35.34052	6.74
HIP 58221	11.940782	14.18623	6.74
HR 4575	11.972362	61.46456	6.74
HIP 58848	12.069159	-69.52197	6.74
HIP 59290	12.162950	-51.78388	6.74
HIP 59423	12.189454	-2.69911	6.74
HIP 59658	12.234904	66.10929	6.74
HIP 60316	12.367873	61.59139	6.74
HIP 60672	12.434244	15.86394	6.74
HR 4895	12.906112	-58.43061	6.74
HIP 63420	12.996118	9.52600	6.74
HIP 64398	13.198766	-61.11733	6.74
HIP 70282	14.379553	-0.63713	6.74
HIP 73019	14.923013	6.78477	6.74
HIP 74657	15.255458	-44.14950	6.74
HIP 74749	15.276612	9.71299	6.74
HIP 75247	15.375890	-44.29292	6.74
HIP 77652	15.852800	52.90699	6.74
HIP 78448	16.015262	39.17752	6.74
HIP 78785	16.084140	-18.53947	6.74
HIP 79046	16.134753	-58.97075	6.74
HIP 79047	16.134921	10.08044	6.74
HIP 81073	16.559456	10.36902	6.74
HIP 81445	16.634454	39.57722	6.74
HIP 82292	16.814934	-52.94084	6.74
HIP 84290	17.231663	-38.29494	6.74
HIP 85598	17.491381	-61.76385	6.74
HIP 86468	17.666956	-32.20107	6.74
HIP 86792	17.734906	-38.80575	6.74
HIP 87289	17.835902	9.84827	6.74
HIP 87798	17.935521	-35.04890	6.74
HIP 87886	17.952891	-41.97842	6.74
HIP 88082	17.989215	-77.82393	6.74
HR 6732	18.046187	-5.35809	6.74
HIP 89133	18.190816	-5.20500	6.74
HIP 89659	18.297538	-18.79850	6.74
HIP 90111	18.388737	14.70004	6.74
HIP 91308	18.624929	-2.92003	6.74
HIP 91903	18.735769	-19.31785	6.74
HR 7091	18.820636	25.04657	6.74
HIP 92870	18.923867	-29.21311	6.74
HIP 93171	18.978165	20.62317	6.74
HR 7206	19.026362	25.02594	6.74
HIP 94067	19.149913	14.78052	6.74
HIP 94241	19.183679	-7.42753	6.74
HIP 94528	19.239026	55.94039	6.74
HIP 96313	19.583046	27.22534	6.74
HIP 96370	19.593273	-20.78209	6.74
HIP 99257	20.149112	62.07663	6.74
HIP 99758	20.240500	-62.27920	6.74
HIP 100192	20.322547	14.37073	6.74
HIP 100498	20.379142	12.44336	6.74
HIP 100518	20.382681	39.21103	6.74
HIP 100787	20.434656	-46.66001	6.74
HIP 100991	20.475776	-34.40974	6.74
12Omi Cap	20.497941	-18.58638	6.74
HIP 102037	20.678409	26.07917	6.74
HR 7941	20.757843	18.09003	6.74
HIP 102954	20.859336	-27.24476	6.74
HIP 103333	20.934830	9.26037	6.74
HIP 106568	21.581937	-20.25272	6.74
HIP 106973	21.665308	51.47685	6.74
HIP 107648	21.804166	65.17068	6.74
HIP 108123	21.905296	-36.06159	6.74
HIP 109342	22.151455	44.85475	6.74
HIP 110619	22.409963	-1.18667	6.74
HIP 112197	22.723794	62.67139	6.74
HIP 112974	22.879586	-10.05887	6.74
HIP 113719	23.030959	34.61254	6.74
HR 8777	23.056586	60.44541	6.74
HIP 114291	23.147651	-25.83062	6.74
HIP 115043	23.300212	-61.00366	6.74
HIP 115145	23.323468	35.82513	6.74
HIP 115366	23.368055	28.69481	6.74
HIP 118309	23.996616	11.27343	6.74
HIP 1795	0.380006	-39.26241	6.75
HIP 2227	0.470589	-29.04027	6.75
HIP 3188	0.675927	-29.42086	6.75
HIP 3445	0.734166	70.82343	6.75
HIP 4961	1.060286	58.90922	6.75
HIP 5458	1.164515	54.73897	6.75
HIP 6333	1.355115	-49.74154	6.75
HIP 6736	1.445494	27.24657	6.75
HIP 9343	1.999557	6.03549	6.75
HIP 9858	2.113651	29.26940	6.75
HIP 11153	2.391327	35.44106	6.75
HIP 11978	2.575155	76.71815	6.75
HIP 15108	3.248068	-59.51351	6.75
HIP 15131	3.251784	-45.66482	6.75
HIP 17470	3.743663	27.89745	6.75
HIP 17861	3.822625	-36.09249	6.75
HIP 18451	3.943422	74.08003	6.75
HIP 20836	4.465380	-21.50406	6.75
HIP 22786	4.901140	-38.16287	6.75
HIP 23214	4.995645	15.91673	6.75
HIP 23286	5.009387	14.38381	6.75
HIP 23926	5.141645	-41.21368	6.75
HIP 24474	5.252434	-36.65289	6.75
HIP 25337	5.419549	20.58373	6.75
HIP 25646	5.478469	-8.37667	6.75
HR 1838	5.485190	-30.11673	6.75
HIP 26070	5.560477	-3.46317	6.75
HIP 26258	5.592046	-5.26738	6.75
HIP 27614	5.846850	14.44336	6.75
HIP 27818	5.885991	-47.95519	6.75
HIP 30167	6.347354	-4.59547	6.75
HIP 31017	6.508274	-14.95437	6.75
HIP 31130	6.532089	4.94286	6.75
HIP 31730	6.638584	24.45042	6.75
HIP 31916	6.670251	44.33285	6.75
HIP 32455	6.773841	-19.87791	6.75
HIP 32964	6.866166	25.66300	6.75
HIP 33358	6.937924	17.73713	6.75
HIP 34897	7.220253	47.60683	6.75
HIP 35219	7.279039	16.14712	6.75
HIP 35298	7.291817	31.69805	6.75
HIP 35497	7.325643	-61.14497	6.75
HIP 35517	7.331343	59.25287	6.75
HIP 35809	7.385248	-70.63661	6.75
HIP 40824	8.332717	-51.94185	6.75
HIP 41757	8.514860	-15.83468	6.75
HIP 42101	8.581525	48.53372	6.75
HIP 45389	9.249410	38.60933	6.75
HIP 45545	9.282774	-45.01197	6.75
HIP 46553	9.493523	-58.29913	6.75
HIP 49308	10.064864	38.02044	6.75
HIP 50200	10.248246	-42.38304	6.75
HIP 51247	10.467577	48.96397	6.75
HIP 52131	10.650503	-75.15749	6.75
HIP 54857	11.231393	2.26848	6.75
HIP 55713	11.416162	-2.21237	6.75
HIP 55912	11.460457	-25.86085	6.75
HIP 57547	11.794832	-67.69228	6.75
HIP 58591	12.014638	70.23785	6.75
HIP 59192	12.138732	-34.67494	6.75
HIP 59965	12.298693	-57.85015	6.75
HIP 60816	12.465415	-8.67799	6.75
HIP 63182	12.944328	-47.68625	6.75
HIP 63981	13.110515	-31.61188	6.75
HIP 64218	13.161774	-16.51520	6.75
HIP 64711	13.263036	7.95299	6.75
HIP 65891	13.507024	-58.66436	6.75
HIP 69429	14.215306	-40.83348	6.75
HIP 70988	14.519804	-40.38642	6.75
HIP 71206	14.562397	43.00781	6.75
HIP 74581	15.238558	-14.20947	6.75
HIP 75436	15.411631	-35.91709	6.75
HIP 76075	15.537540	-23.88017	6.75
HIP 76299	15.586116	43.16754	6.75
HIP 76630	15.649691	46.92656	6.75
HIP 78690	16.063843	17.80277	6.75
HIP 79044	16.134551	-36.23183	6.75
HIP 79571	16.235501	-48.93277	6.75
HIP 80244	16.381894	-66.88734	6.75
HIP 80461	16.423412	-23.46022	6.75
HIP 83438	17.053667	-48.33679	6.75
HIP 84118	17.197278	41.73011	6.75
HIP 84144	17.203038	-27.04236	6.75
HIP 84483	17.271551	-42.33903	6.75
HIP 85038	17.379976	-58.47324	6.75
HIP 85223	17.414458	-46.20196	6.75
HIP 85806	17.532701	0.04250	6.75
HIP 86791	17.734531	45.03470	6.75
HIP 87385	17.856906	74.56908	6.75
HIP 87877	17.951413	45.85596	6.75
HIP 88342	18.041256	-3.15726	6.75
HIP 88878	18.144235	-2.90742	6.75
HIP 90176	18.401559	20.45237	6.75
HIP 90397	18.444672	-30.39333	6.75
HIP 91247	18.611698	15.44809	6.75
HIP 91512	18.663278	-58.86920	6.75
HIP 91992	18.749787	-39.75012	6.75
HR 7173	18.988150	10.14100	6.75
HIP 93772	19.096584	6.54681	6.75
HIP 96415	19.602071	35.21365	6.75
HIP 97293	19.773525	54.40561	6.75
HIP 97592	19.836046	-10.00713	6.75
HIP 97655	19.846850	-4.69409	6.75
HIP 98336	19.978843	1.66647	6.75
HIP 98500	20.011151	-49.60865	6.75
HIP 100570	20.393982	-5.26620	6.75
HIP 100734	20.423730	6.64181	6.75
HIP 104728	21.214825	35.79766	6.75
HIP 105184	21.307560	-43.33465	6.75
HIP 105439	21.356566	-51.75262	6.75
HIP 106081	21.487608	28.58300	6.75
HIP 106913	21.652812	-27.30657	6.75
HIP 111616	22.611826	-43.47097	6.75
HIP 112697	22.821548	50.97671	6.75
HIP 114092	23.107931	61.44013	6.75
HIP 114329	23.154651	49.65061	6.75
HIP 114336	23.156300	18.73592	6.75
HIP 115078	23.308237	-18.84157	6.75
HIP 115569	23.409986	63.85341	6.75
HIP 117990	23.932885	21.16595	6.75
HIP 118285	23.991776	86.70640	6.75
HIP 1233	0.254953	44.20340	6.76
HIP 1952	0.411021	31.37306	6.76
HIP 2455	0.520252	43.94654	6.76
HIP 2695	0.569665	10.29920	6.76
HIP 3964	0.848913	77.95353	6.76
HIP 4127	0.881047	40.24557	6.76
HIP 5914	1.268064	25.76936	6.76
HIP 6624	1.416829	-5.94643	6.76
HIP 8066	1.727438	52.88578	6.76
HIP 8321	1.788320	58.02122	6.76
HIP 10482	2.252669	0.72017	6.76
HIP 10926	2.345255	55.90908	6.76
HR 730	2.498709	-22.68320	6.76
HIP 11648	2.504318	-57.80943	6.76
HIP 11796	2.536653	55.45810	6.76
HIP 15072	3.238098	22.95377	6.76
HIP 15296	3.289336	78.87500	6.76
HIP 15634	3.355292	61.99918	6.76
HIP 16075	3.450641	34.42950	6.76
HIP 18762	4.018605	20.19916	6.76
HIP 19139	4.102240	62.10184	6.76
HIP 19402	4.156222	73.57041	6.76
HIP 19677	4.215622	-6.38832	6.76
HIP 19836	4.253073	-37.19689	6.76
HIP 20667	4.427666	-1.41091	6.76
HIP 20791	4.455079	36.52029	6.76
HIP 21147	4.533283	-20.69947	6.76
HIP 21882	4.704170	9.63382	6.76
HIP 22036	4.737581	-27.57788	6.76
HIP 23037	4.954283	61.75312	6.76
HIP 23363	5.023793	-0.69691	6.76
HIP 23405	5.029895	-10.93386	6.76
HIP 24528	5.262195	-22.89436	6.76
HIP 24642	5.287630	28.90500	6.76
HIP 24649	5.289529	-17.77481	6.76
HIP 25542	5.460888	43.36792	6.76
HIP 26066	5.559578	-57.08313	6.76
HIP 27083	5.742556	-6.86426	6.76
HIP 27642	5.851285	18.55130	6.76
HIP 28424	6.002677	51.08087	6.76
HIP 28448	6.006808	34.50793	6.76
HIP 28827	6.085200	-56.23310	6.76
HIP 28954	6.111244	15.54211	6.76
HIP 29057	6.129719	-44.72932	6.76
HIP 29811	6.278230	-12.04727	6.76
6 Mon	6.293090	-10.72499	6.76
HIP 30120	6.338093	7.71883	6.76
HIP 32140	6.712054	-32.71276	6.76
HIP 32333	6.748986	22.83738	6.76
HIP 33610	6.983450	-32.72225	6.76
HIP 33731	7.006941	1.93152	6.76
HIP 35995	7.418554	-14.88322	6.76
HR 2917	7.566191	-39.90581	6.76
HIP 37135	7.630635	14.34062	6.76
HIP 37243	7.649105	-0.26044	6.76
HR 2972	7.678720	-27.94535	6.76
HIP 37765	7.744507	-47.00847	6.76
HIP 38222	7.830635	-36.09352	6.76
HIP 39406	8.055881	-69.97159	6.76
HIP 40514	8.271510	-86.55729	6.76
HIP 40823	8.332171	39.88470	6.76
HIP 41252	8.416209	-15.29414	6.76
HIP 41257	8.416961	9.42606	6.76
HIP 41729	8.509504	54.11915	6.76
HIP 42537	8.671679	1.92017	6.76
HIP 42542	8.672263	19.34899	6.76
HIP 45176	9.206079	-28.94760	6.76
HR 3778	9.552051	49.43867	6.76
HR 3811	9.589583	39.96327	6.76
HIP 47790	9.743444	-22.75186	6.76
HIP 48512	9.893614	34.98381	6.76
HIP 49720	10.151585	-48.30652	6.76
HIP 49849	10.178247	-38.91089	6.76
HIP 50915	10.397088	25.56818	6.76
HR 4241	10.875247	52.56535	6.76
HIP 53347	10.910316	-55.61900	6.76
HR 4320	11.110792	-28.72760	6.76
HIP 55081	11.276793	-3.96678	6.76
HIP 56444	11.572598	-5.52710	6.76
HIP 58380	11.971013	-47.97710	6.76
HIP 59463	12.196760	77.44079	6.76
HIP 61366	12.575215	7.73471	6.76
HIP 62141	12.736438	-2.84256	6.76
HIP 67125	13.757601	-48.79166	6.76
HIP 67461	13.824809	6.34383	6.76
HIP 67799	13.888944	52.32299	6.76
HIP 70386	14.401601	11.24696	6.76
HIP 72718	14.867566	46.47662	6.76
HIP 73102	14.940226	-44.70424	6.76
HIP 74593	15.241147	-18.42853	6.76
HIP 74752	15.276987	-42.37016	6.76
HIP 77278	15.777878	-48.73682	6.76
HIP 77381	15.796215	45.73288	6.76
HIP 77838	15.893488	68.72011	6.76
HIP 79204	16.165649	59.87176	6.76
HIP 79765	16.279574	40.03837	6.76
HIP 81555	16.656097	22.00597	6.76
HIP 82503	16.862499	-73.72262	6.76
HIP 82758	16.914116	-23.51237	6.76
HIP 83389	17.043436	47.08188	6.76
HIP 86047	17.585077	-38.79947	6.76
HIP 86107	17.597440	12.04695	6.76
HIP 87945	17.965765	-36.00793	6.76
HR 6773	18.148346	-25.47306	6.76
HIP 89505	18.264819	30.39986	6.76
HIP 89700	18.306817	12.98043	6.76
HIP 91035	18.570689	-66.27928	6.76
HIP 91234	18.610284	22.10758	6.76
HIP 94735	19.276852	-52.43781	6.76
HIP 95021	19.334111	-6.62801	6.76
HIP 95354	19.399438	32.72375	6.76
HIP 96154	19.550879	-30.36280	6.76
HIP 97831	19.879910	64.17605	6.76
HIP 100556	20.390627	-14.25643	6.76
HIP 101125	20.498692	10.30208	6.76
HIP 101349	20.540326	70.53209	6.76
HIP 101751	20.622554	-15.14734	6.76
HIP 101875	20.644488	38.63509	6.76
HIP 102029	20.676475	15.64325	6.76
HIP 102480	20.767002	-0.34041	6.76
HIP 103342	20.936674	75.71983	6.76
HIP 103624	20.995253	38.82292	6.76
HIP 103779	21.029849	44.18691	6.76
HIP 105623	21.393163	14.05018	6.76
HIP 106790	21.630185	39.31718	6.76
HIP 107504	21.773370	-32.71470	6.76
HIP 108327	21.946113	-17.89706	6.76
HIP 108829	22.047097	66.06429	6.76
HIP 109511	22.184366	43.03068	6.76
HIP 112169	22.717882	65.33625	6.76
HIP 113159	22.915216	-22.36895	6.76
HIP 114074	23.103406	36.82026	6.76
HIP 114834	23.261185	1.30825	6.76
HIP 115643	23.426695	52.97947	6.76
HIP 116085	23.522665	59.16552	6.76
HIP 117155	23.751107	21.38985	6.76
HIP 181	0.038253	60.70317	6.77
HIP 2025	0.428309	7.69112	6.77
HIP 2901	0.612924	54.95737	6.77
HIP 3030	0.642623	60.32478	6.77
HIP 4811	1.029388	57.81670	6.77
HR 305	1.076790	39.99111	6.77
HIP 6451	1.381556	11.36650	6.77
HIP 6966	1.494771	22.82619	6.77
HIP 7585	1.628022	12.07838	6.77
HIP 7589	1.629014	48.41275	6.77
HIP 8751	1.876320	-67.94450	6.77
HIP 8859	1.899357	10.61403	6.77
HR 562	1.965657	41.69456	6.77
HIP 12250	2.629006	-22.99190	6.77
HIP 12725	2.726489	43.53797	6.77
HIP 16308	3.503686	-11.64631	6.77
HIP 16430	3.525869	47.86242	6.77
HIP 17276	3.699775	-24.65223	6.77
HIP 17320	3.707677	32.93923	6.77
HIP 17907	3.829582	9.40750	6.77
HIP 17943	3.837017	34.82010	6.77
HIP 18104	3.869078	-1.14880	6.77
HIP 18106	3.869835	25.16308	6.77
HIP 18634	3.988808	13.97504	6.77
HIP 19127	4.100593	46.92557	6.77
HIP 19226	4.121037	-9.75783	6.77
HIP 19758	4.236012	-46.13244	6.77
HIP 19785	4.240673	23.69642	6.77
HR 1485	4.380854	-82.89908	6.77
HR 1420	4.495238	10.52186	6.77
HIP 21843	4.696160	-47.25979	6.77
HIP 22245	4.788312	5.78822	6.77
